timestamp,open,high,low,close,volume,rsi 10,rsi 14,rsi 20,rsi 30,obv,atr,lowest,highest,net_change,y
2017-08-22 04:00:00,3863.0,3868.57,3400.0,3798.08,167.221519,20.29453029315897,24.179934324301104,26.834772817378155,28.648473252765495,-1197.2569250000001,168.8511961660325,3750.08,4453.91,515.7600000000002,1
2017-08-22 08:00:00,3798.08,3920.31,3750.08,3866.48,221.731236,31.54005152123464,32.43493411634376,33.14637487142338,33.663178354518145,-975.5256890000002,168.96068893318642,3786.81,4453.91,456.8899999999999,1
2017-08-22 12:00:00,3866.48,3990.12,3786.81,3858.23,179.358421,30.9547573413633,31.98263095072691,32.787275655462686,33.37054319269773,-1154.8841100000002,171.66681384215397,3853.47,4453.91,466.77,1
2017-08-22 16:00:00,3858.23,4104.82,3853.47,3984.24,159.535655,47.491500136123236,44.6733618522925,42.75788203019011,41.41720579930588,-995.3484550000002,177.8986268107575,3944.03,4453.91,384.1700000000001,1
2017-08-22 20:00:00,3984.5,4061.54,3944.03,4040.0,124.152681,53.023385484444965,49.19098517800039,46.4575476936664,44.486169318486965,-871.1957740000001,173.2075903396733,4013.89,4453.91,270.0100000000002,1
2017-08-23 00:00:00,4040.0,4127.99,4013.89,4100.41,159.658384,58.31044695547892,53.610421827601165,50.13309222259958,47.564775272017364,-711.5373900000002,168.64459466258327,4035.32,4453.91,138.96000000000004,1
2017-08-23 04:00:00,4084.54,4115.87,4035.32,4074.88,141.839603,55.38351497655756,51.56896040429234,48.647490993021904,46.43887522650966,-853.3769930000002,161.8828685443356,4057.0,4453.91,187.01999999999953,1
2017-08-23 08:00:00,4081.63,4242.32,4057.0,4237.99,135.024022,67.10501545249815,61.62367583107108,57.18088194241412,53.68475873957115,-718.3529710000003,163.67226076675405,4069.8,4453.91,70.01000000000022,1
2017-08-23 12:00:00,4205.98,4265.8,4150.65,4197.05,237.360569,62.524023629832556,58.34926394631853,54.77599907561505,51.863004295789416,-955.7135400000002,159.98579153097435,4069.8,4453.91,76.53999999999996,1
2017-08-23 16:00:00,4226.94,4259.58,4103.51,4117.07,174.637585,54.45479994265181,52.48225877739679,50.41567636478315,48.53452088385595,-1130.3511250000001,159.6896364280434,4069.8,4453.91,204.57999999999993,1
2017-08-23 20:00:00,4136.48,4178.65,4069.8,4114.01,152.616402,54.15767278573766,52.26572642710599,50.254567186052086,48.41155036636214,-1282.9675270000002,155.8606763335157,4085.01,4453.91,272.6799999999994,1
2017-08-24 00:00:00,4147.0,4204.55,4085.01,4113.58,123.52015,54.11157279295505,52.23311364122484,50.23082348543135,48.39372618458099,-1406.4876770000003,153.1357925849356,4090.39,4453.91,263.40999999999985,1
2017-08-24 04:00:00,4113.58,4177.64,4090.39,4153.32,123.17946,57.80022646739914,55.02614077561709,52.417843674105775,50.148501408648656,-1283.3082170000002,148.21055014754816,4124.54,4453.91,175.70000000000073,1
2017-08-24 08:00:00,4153.8,4250.94,4150.0,4202.0,171.486488,61.961862974064026,58.246804150661724,54.96936670863545,52.20781207116743,-1111.8217290000002,144.68858891562496,4124.54,4453.91,166.5,1
2017-08-24 12:00:00,4211.78,4250.9,4136.33,4222.0,146.997342,63.600512980755525,59.529111201087666,55.98998353897052,53.032414421319054,-964.8243870000002,142.45144522617545,4124.54,4625.85,348.0,1
2017-08-24 16:00:00,4223.06,4250.77,4178.22,4216.07,111.579358,62.710513990021944,58.95101122973809,55.59670089154986,52.75323416604855,-1076.4037450000003,137.2740686820861,4124.54,4625.85,339.4800000000005,1
2017-08-24 20:00:00,4216.1,4371.68,4193.17,4316.01,110.655955,70.45305651580306,65.10198180338938,60.516739397208376,56.72503894876024,-965.7477900000004,140.32024574724076,4124.54,4625.85,271.46999999999935,1
2017-08-25 00:00:00,4316.01,4370.0,4295.75,4312.69,141.104526,69.91721353873156,64.75484800791799,60.28316542586361,56.56163604589468,-1106.8523160000004,135.45140663593304,4124.54,4625.85,270.9200000000001,1
2017-08-25 04:00:00,4312.69,4362.0,4267.5,4329.0,101.509543,71.11633551768993,65.72183539219323,61.06036591037387,57.188373752756235,-1005.3427730000004,132.44043611470843,4124.54,4647.51,221.02000000000044,1
2017-08-25 08:00:00,4317.81,4361.28,4298.74,4361.27,74.43306,73.44345838982133,67.6150273161279,62.585202257550435,58.41638643487784,-930.9097130000005,127.31172949542913,4124.54,4647.51,137.07999999999993,1
2017-08-25 12:00:00,4361.27,4422.29,4261.13,4394.36,164.206656,75.67627191986483,69.47665041503116,64.10249650851922,59.644298004965506,-766.7030570000004,129.79041500446746,4124.54,4647.51,152.41000000000076,1
2017-08-25 16:00:00,4394.36,4453.91,4284.11,4307.17,52.39933,60.72782521690438,59.733087745046966,57.62129223968959,55.20119376527242,-819.1023870000004,132.7150228696454,4124.54,4647.51,229.64999999999964,1
2017-08-25 20:00:00,4326.0,4365.0,4247.48,4280.68,39.959625,56.93151371583757,57.11243457449119,55.81646849405151,53.938338234303934,-859.0620120000003,131.6061527663866,4124.54,4647.51,274.46000000000004,1
2017-08-26 00:00:00,4280.71,4315.0,4228.99,4297.94,41.638568,58.79629008383422,58.393293900476216,56.74568406432231,54.637827630605834,-817.4234440000004,128.28387415706473,4124.54,4647.51,295.72000000000025,1
2017-08-26 04:00:00,4297.94,4319.7,4252.44,4319.7,28.707288,61.15245823518072,60.01463319576156,57.92010871050041,55.518794226245944,-788.7161560000004,123.84385290012996,4124.54,4647.51,272.46000000000004,1
2017-08-26 08:00:00,4319.7,4319.7,4260.88,4288.72,36.153081,56.07957691913587,56.63108283464278,55.655452193600624,53.97494949305967,-824.8692370000005,119.11908298290362,4124.54,4678.57,367.9499999999998,1
2017-08-26 12:00:00,4288.72,4306.74,4221.14,4275.0,34.654984,53.880197535130776,55.148208731020134,54.65916384925732,53.2959742250197,-859.5242210000005,116.6865165604917,4124.54,4685.55,373.8199999999997,1
2017-08-26 16:00:00,4275.0,4351.32,4212.41,4293.52,47.431108,56.4423458445473,56.79286972250432,55.78382519295541,54.102212823813254,-812.0931130000005,118.29748917982623,4124.54,4745.42,405.25,1
2017-08-26 20:00:00,4293.52,4367.0,4279.0,4337.44,39.523039,62.00433029124954,60.49268582318283,58.362041857806894,55.96701184789861,-772.5700740000004,116.10356261677424,4124.54,4745.42,387.4500000000007,1
2017-08-27 00:00:00,4332.51,4400.0,4314.91,4314.91,62.980388,57.797719409663294,57.76032597483942,56.58056264358333,54.785793035525,-835.5504620000004,113.85999138520832,4124.54,4767.0,399.8199999999997,1
2017-08-27 04:00:00,4329.19,4370.85,4293.42,4313.84,47.478199,57.59153820413274,57.627197854777044,56.49435330679749,54.72904354901051,-883.0286610000004,111.22699099084451,4124.54,4767.0,393.65999999999985,1
2017-08-27 08:00:00,4331.29,4352.34,4285.56,4323.37,57.138682,59.0376113450197,58.54368146483282,57.107067998385695,55.15702093320742,-825.8899790000004,108.01727574035525,4124.54,4798.46,451.6300000000001,1
2017-08-27 12:00:00,4340.0,4340.0,4285.54,4325.0,35.277424,59.30134767717402,58.70818712869956,57.21555299674848,55.23190470787726,-790.6125550000004,104.15270334341812,4124.54,4839.92,478.8299999999999,1
2017-08-27 16:00:00,4290.01,4386.78,4290.01,4368.41,72.11126,65.81443778792833,62.927387747862696,60.0482391171404,57.20093757226579,-718.5012950000004,103.62037226057419,4124.54,4839.92,444.8299999999999,1
2017-08-27 20:00:00,4336.12,4386.79,4309.6,4310.01,75.706632,53.109800272342106,54.812970934489265,54.90080604773386,53.90156012645691,-794.2079270000004,101.71589433195354,4124.54,4885.55,524.8999999999996,1
2017-08-28 00:00:00,4310.01,4330.36,4239.36,4239.37,73.295355,42.16938706243691,46.929988118922424,49.498303456488564,50.2730745548702,-867.5032820000004,100.94422986622509,4124.54,4939.19,548.6999999999998,1
2017-08-28 04:00:00,4239.36,4297.11,4124.54,4261.9,94.397198,46.10384436988385,49.42809894713858,51.11338021817728,51.35353557771588,-773.1060840000004,106.0990845050867,4226.93,4939.19,435.8100000000004,1
2017-08-28 08:00:00,4261.9,4365.4,4226.93,4308.0,121.722034,53.323587343424734,54.180739899152336,54.26376594052284,53.49249962629026,-651.3840500000003,108.42753677617158,4271.03,4939.19,322.0100000000002,1
2017-08-28 12:00:00,4309.0,4347.0,4271.03,4273.59,121.858551,47.9918065655941,50.3752434999621,51.64863917087295,51.73598437791932,-773.2426010000004,106.09402478102056,4273.59,4939.19,186.59999999999945,1
2017-08-28 16:00:00,4317.2,4370.45,4273.59,4321.65,107.225677,54.97791209623681,55.11692880637542,54.84780788532218,53.92210448266492,-666.0169240000004,105.43046004550649,4290.18,4939.19,188.1200000000008,1
2017-08-28 20:00:00,4321.65,4399.82,4290.18,4386.69,85.342801,62.54353104612362,60.60319406207893,58.73702460557482,56.66975643033814,-580.6741230000003,105.73283039974903,4286.87,4939.19,85.45000000000073,1
2017-08-29 00:00:00,4353.65,4386.69,4314.35,4376.99,78.862074,60.84910841387215,59.43632514884658,57.953361266093864,56.15315252525379,-659.5361970000004,103.33519250433578,4286.87,4939.19,192.55000000000018,1
2017-08-29 04:00:00,4363.48,4404.07,4313.55,4329.02,128.456959,52.96450680616673,53.908359457802696,54.18971471871363,53.651046122296194,-787.9931560000003,102.41539168396258,4286.87,4939.19,291.84999999999945,1
2017-08-29 08:00:00,4328.12,4417.61,4328.12,4368.5,88.051429,57.947417695683875,57.418514549825375,56.62980234615754,55.3451158443806,-699.9417270000004,101.4880019782173,4286.87,4939.19,117.5,1
